 j EnclosedM[g] Rad[cm] Vel[cm/s] Den[g/cc] X_H X_He
6132  0.8468512597E+34  0.1365239929E+14 -0.6287783319E+04  0.3754716233E-06  0.5933254450E+00  0.3866232757E+00
6133  0.8469376506E+34  0.1365338178E+14 -0.6289185579E+04  0.3753905649E-06  0.5933254450E+00  0.3866232757E+00
6134  0.8470240246E+34  0.1365436414E+14 -0.6290586850E+04  0.3753095399E-06  0.5933254450E+00  0.3866232757E+00
6135  0.8471103818E+34  0.1365534638E+14 -0.6291987138E+04  0.3752285482E-06  0.5933254450E+00  0.3866232757E+00
6136  0.8471967220E+34  0.1365632850E+14 -0.6293386465E+04  0.3751475898E-06  0.5933254450E+00  0.3866232757E+00
6137  0.8472830454E+34  0.1365731050E+14 -0.6294784798E+04  0.3750666647E-06  0.5933254450E+00  0.3866232757E+00
6138  0.8473693519E+34  0.1365829238E+14 -0.6296182146E+04  0.3749857729E-06  0.5933254450E+00  0.3866232757E+00
6139  0.8474556416E+34  0.1365927413E+14 -0.6297578535E+04  0.3749049143E-06  0.5933254450E+00  0.3866232757E+00
6140  0.8475419143E+34  0.1366025577E+14 -0.6298973953E+04  0.3748240890E-06  0.5933254450E+00  0.3866232757E+00
6141  0.8476281701E+34  0.1366123728E+14 -0.6300368355E+04  0.3747432969E-06  0.5933254450E+00  0.3866232757E+00
6142  0.8477144091E+34  0.1366221867E+14 -0.6301761736E+04  0.3746625380E-06  0.5933254450E+00  0.3866232757E+00
6143  0.8478006312E+34  0.1366319994E+14 -0.6303154415E+04  0.3745818124E-06  0.5933254450E+00  0.3866232757E+00
6144  0.8478868364E+34  0.1366418109E+14 -0.6304546598E+04  0.3745011200E-06  0.5933254450E+00  0.3866232757E+00
6145  0.8479730247E+34  0.1366516211E+14 -0.6305935687E+04  0.3744204606E-06  0.5933254450E+00  0.3866232757E+00
6146  0.8480591961E+34  0.1366614302E+14 -0.6307317266E+04  0.3743398337E-06  0.5933254450E+00  0.3866232757E+00
6147  0.8481453507E+34  0.1366712380E+14 -0.6308708955E+04  0.3742592408E-06  0.5933254450E+00  0.3866232757E+00
6148  0.8482314884E+34  0.1366810446E+14 -0.6310159936E+04  0.3741786871E-06  0.5933254450E+00  0.3866232757E+00
6149  0.8483176091E+34  0.1366908500E+14 -0.6311578656E+04  0.3740981675E-06  0.5933254450E+00  0.3866232757E+00
6150  0.8484037130E+34  0.1367006542E+14 -0.6312289763E+04  0.3740176099E-06  0.5933254450E+00  0.3866232757E+00
6151  0.8484898001E+34  0.1367104571E+14 -0.6311587112E+04  0.3739369818E-06  0.5933254450E+00  0.3866232757E+00
6152  0.8485758702E+34  0.1367202589E+14 -0.6308696125E+04  0.3738561563E-06  0.5933254450E+00  0.3866232757E+00
6153  0.8486619234E+34  0.1367300594E+14 -0.6302039575E+04  0.3737750313E-06  0.5933254450E+00  0.3866232757E+00
6154  0.8487479598E+34  0.1367398589E+14 -0.6241374575E+04  0.3736901877E-06  0.5933254450E+00  0.3866232757E+00
6155  0.8488339793E+34  0.1367496579E+14 -0.5857879037E+04  0.3735775849E-06  0.5933254450E+00  0.3866232757E+00
6156  0.8489199819E+34  0.1367594585E+14 -0.4699372510E+04  0.3733930429E-06  0.5933254450E+00  0.3866232757E+00
6157  0.8490059676E+34  0.1367692630E+14 -0.2542256417E+04  0.3731163520E-06  0.5933254450E+00  0.3866232757E+00
6158  0.8490919364E+34  0.1367790732E+14  0.2752188629E+03  0.3727747253E-06  0.5933254450E+00  0.3866232757E+00
6159  0.8491778883E+34  0.1367888887E+14  0.2919094472E+04  0.3724453014E-06  0.5933254450E+00  0.3866232757E+00
6160  0.8492638234E+34  0.1367987073E+14  0.4584577301E+04  0.3722034833E-06  0.5933254450E+00  0.3866232757E+00
6161  0.8493497416E+34  0.1368085259E+14  0.5096413309E+04  0.3720748942E-06  0.5933254450E+00  0.3866232757E+00
6162  0.8494356428E+34  0.1368183434E+14  0.5133390660E+04  0.3719879966E-06  0.5933254450E+00  0.3866232757E+00
6163  0.8495215273E+34  0.1368281600E+14  0.5262544955E+04  0.3718979732E-06  0.5933254450E+00  0.3866232757E+00
6164  0.8496073948E+34  0.1368379761E+14  0.5536215813E+04  0.3717897776E-06  0.5933254450E+00  0.3866232757E+00
6165  0.8496932454E+34  0.1368477919E+14  0.5868913109E+04  0.3716739213E-06  0.5933254450E+00  0.3866232757E+00
6166  0.8497790792E+34  0.1368576076E+14  0.6134952768E+04  0.3715550269E-06  0.5933254450E+00  0.3866232757E+00
6167  0.8498648960E+34  0.1368674235E+14  0.6366438348E+04  0.3714184482E-06  0.5933254450E+00  0.3866232757E+00
6168  0.8499506960E+34  0.1368772409E+14  0.6671603967E+04  0.3712364694E-06  0.5933254450E+00  0.3866232757E+00
6169  0.8500364791E+34  0.1368870615E+14  0.7037465359E+04  0.3709861842E-06  0.5933254450E+00  0.3866232757E+00
6170  0.8501222453E+34  0.1368968870E+14  0.7353971971E+04  0.3706793445E-06  0.5933254450E+00  0.3866232757E+00
6171  0.8502079947E+34  0.1369067176E+14  0.7541476583E+04  0.3703551580E-06  0.5933254450E+00  0.3866232757E+00
6172  0.8502937271E+34  0.1369165524E+14  0.7643041433E+04  0.3700766550E-06  0.5933254450E+00  0.3866232757E+00
6173  0.8503794427E+34  0.1369263893E+14  0.7734054000E+04  0.3698694265E-06  0.5933254450E+00  0.3866232757E+00
6174  0.8504651414E+34  0.1369362265E+14  0.7856857415E+04  0.3697325435E-06  0.5933254450E+00  0.3866232757E+00
6175  0.8505508232E+34  0.1369460628E+14  0.8036552852E+04  0.3696395037E-06  0.5933254450E+00  0.3866232757E+00
6176  0.8506364881E+34  0.1369558976E+14  0.8242460183E+04  0.3695688459E-06  0.5933254450E+00  0.3866232757E+00
6177  0.8507221361E+34  0.1369657310E+14  0.8425211631E+04  0.3695004489E-06  0.5933254450E+00  0.3866232757E+00
6178  0.8508077673E+34  0.1369755626E+14  0.8590390845E+04  0.3694378826E-06  0.5933254450E+00  0.3866232757E+00
6179  0.8508933815E+34  0.1369853923E+14  0.8851040771E+04  0.3693830240E-06  0.5933254450E+00  0.3866232757E+00
6180  0.8509789789E+34  0.1369952203E+14  0.9092317143E+04  0.3693218873E-06  0.5933254450E+00  0.3866232757E+00
6181  0.8510645594E+34  0.1370050474E+14  0.8969639801E+04  0.3692302066E-06  0.5933254450E+00  0.3866232757E+00
6182  0.8511501230E+34  0.1370148767E+14  0.7636248643E+04  0.3690219764E-06  0.5933254450E+00  0.3866232757E+00
6183  0.8512356697E+34  0.1370247111E+14  0.5083582019E+04  0.3687062226E-06  0.5933254450E+00  0.3866232757E+00
6184  0.8513211996E+34  0.1370345506E+14  0.2446185720E+04  0.3683874092E-06  0.5933254450E+00  0.3866232757E+00
6185  0.8514067125E+34  0.1370443933E+14  0.6185848766E+03  0.3681452609E-06  0.5933254450E+00  0.3866232757E+00
6186  0.8514922086E+34  0.1370542367E+14 -0.2300147518E+03  0.3679911713E-06  0.5933254450E+00  0.3866232757E+00
6187  0.8515776878E+34  0.1370640793E+14 -0.4683511603E+03  0.3678927733E-06  0.5933254450E+00  0.3866232757E+00
6188  0.8516631501E+34  0.1370739209E+14 -0.5105349074E+03  0.3678104241E-06  0.5933254450E+00  0.3866232757E+00
6189  0.8517485955E+34  0.1370837612E+14 -0.5235442761E+03  0.3677304838E-06  0.5933254450E+00  0.3866232757E+00
6190  0.8518340241E+34  0.1370936002E+14 -0.5316224922E+03  0.3676508692E-06  0.5933254450E+00  0.3866232757E+00
6191  0.8519194357E+34  0.1371034381E+14 -0.5359829771E+03  0.3675712178E-06  0.5933254450E+00  0.3866232757E+00
6192  0.8520048305E+34  0.1371132748E+14 -0.5118011319E+03  0.3674901374E-06  0.5933254450E+00  0.3866232757E+00
6193  0.8520902084E+34  0.1371231107E+14 -0.2865255051E+03  0.3673919490E-06  0.5933254450E+00  0.3866232757E+00
6194  0.8521755694E+34  0.1371329472E+14  0.4600322454E+03  0.3672459553E-06  0.5933254450E+00  0.3866232757E+00
6195  0.8522609135E+34  0.1371427859E+14  0.1869308946E+04  0.3670393132E-06  0.5933254450E+00  0.3866232757E+00
6196  0.8523462407E+34  0.1371526277E+14  0.3652296342E+04  0.3667954646E-06  0.5933254450E+00  0.3866232757E+00
6197  0.8524315511E+34  0.1371624721E+14  0.5149285492E+04  0.3665744352E-06  0.5933254450E+00  0.3866232757E+00
6198  0.8525168446E+34  0.1371723169E+14  0.5767144770E+04  0.3664358106E-06  0.5933254450E+00  0.3866232757E+00
6199  0.8526021211E+34  0.1371821605E+14  0.5758295143E+04  0.3663537848E-06  0.5933254450E+00  0.3866232757E+00
6200  0.8526873808E+34  0.1371920025E+14  0.5602830094E+04  0.3662895348E-06  0.5933254450E+00  0.3866232757E+00
6201  0.8527726236E+34  0.1372018428E+14  0.5397465716E+04  0.3662273565E-06  0.5933254450E+00  0.3866232757E+00
6202  0.8528578496E+34  0.1372116815E+14  0.5249558759E+04  0.3661615356E-06  0.5933254450E+00  0.3866232757E+00
6203  0.8529430586E+34  0.1372215189E+14  0.5132283543E+04  0.3660879773E-06  0.5933254450E+00  0.3866232757E+00
6204  0.8530282508E+34  0.1372313550E+14  0.5023104081E+04  0.3660072030E-06  0.5933254450E+00  0.3866232757E+00
6205  0.8531134261E+34  0.1372411904E+14  0.4910131356E+04  0.3659091743E-06  0.5933254450E+00  0.3866232757E+00
6206  0.8531985845E+34  0.1372510260E+14  0.4819731199E+04  0.3657766773E-06  0.5933254450E+00  0.3866232757E+00
6207  0.8532837260E+34  0.1372608633E+14  0.4758275611E+04  0.3655906873E-06  0.5933254450E+00  0.3866232757E+00
6208  0.8533688506E+34  0.1372707035E+14  0.4678755320E+04  0.3653576427E-06  0.5933254450E+00  0.3866232757E+00
6209  0.8534539583E+34  0.1372805470E+14  0.4520123513E+04  0.3651070996E-06  0.5933254450E+00  0.3866232757E+00
6210  0.8535390492E+34  0.1372903932E+14  0.4290826924E+04  0.3648833883E-06  0.5933254450E+00  0.3866232757E+00
6211  0.8536241232E+34  0.1373002410E+14  0.4048402105E+04  0.3647025803E-06  0.5933254450E+00  0.3866232757E+00
6212  0.8537091803E+34  0.1373100891E+14  0.3838539307E+04  0.3645653807E-06  0.5933254450E+00  0.3866232757E+00
6213  0.8537942205E+34  0.1373199368E+14  0.3675517118E+04  0.3644544246E-06  0.5933254450E+00  0.3866232757E+00
6214  0.8538792438E+34  0.1373297838E+14  0.3509975205E+04  0.3643547969E-06  0.5933254450E+00  0.3866232757E+00
6215  0.8539642502E+34  0.1373396301E+14  0.3295445086E+04  0.3642556395E-06  0.5933254450E+00  0.3866232757E+00
6216  0.8540492398E+34  0.1373494757E+14  0.3113269612E+04  0.3641585379E-06  0.5933254450E+00  0.3866232757E+00
6217  0.8541342125E+34  0.1373593202E+14  0.3029509481E+04  0.3640747889E-06  0.5933254450E+00  0.3866232757E+00
6218  0.8542191683E+34  0.1373691637E+14  0.2993359102E+04  0.3639904733E-06  0.5933254450E+00  0.3866232757E+00
6219  0.8543041072E+34  0.1373790073E+14  0.2429865814E+04  0.3638587321E-06  0.5933254450E+00  0.3866232757E+00
6220  0.8543890292E+34  0.1373888536E+14  0.8757027819E+03  0.3636351274E-06  0.5933254450E+00  0.3866232757E+00
6221  0.8544739343E+34  0.1373987037E+14 -0.1180187189E+04  0.3633699817E-06  0.5933254450E+00  0.3866232757E+00
6222  0.8545588226E+34  0.1374085568E+14 -0.2960474754E+04  0.3631324903E-06  0.5933254450E+00  0.3866232757E+00
6223  0.8546436939E+34  0.1374184113E+14 -0.4026731575E+04  0.3629602587E-06  0.5933254450E+00  0.3866232757E+00
6224  0.8547285484E+34  0.1374282655E+14 -0.4443679351E+04  0.3628462920E-06  0.5933254450E+00  0.3866232757E+00
6225  0.8548133860E+34  0.1374381187E+14 -0.4534832299E+04  0.3627611708E-06  0.5933254450E+00  0.3866232757E+00
6226  0.8548982067E+34  0.1374479706E+14 -0.4549392563E+04  0.3626820735E-06  0.5933254450E+00  0.3866232757E+00
6227  0.8549830106E+34  0.1374578212E+14 -0.4553900957E+04  0.3626036521E-06  0.5933254450E+00  0.3866232757E+00
6228  0.8550677975E+34  0.1374676707E+14 -0.4554757191E+04  0.3625252230E-06  0.5933254450E+00  0.3866232757E+00
6229  0.8551525676E+34  0.1374775188E+14 -0.4553918267E+04  0.3624468437E-06  0.5933254450E+00  0.3866232757E+00
6230  0.8552373208E+34  0.1374873658E+14 -0.4522707594E+04  0.3623667585E-06  0.5933254450E+00  0.3866232757E+00
6231  0.8553220571E+34  0.1374972122E+14 -0.4242965942E+04  0.3622662880E-06  0.5933254450E+00  0.3866232757E+00
6232  0.8554067765E+34  0.1375070596E+14 -0.3258861696E+04  0.3621018195E-06  0.5933254450E+00  0.3866232757E+00
6233  0.8554914790E+34  0.1375169106E+14 -0.1282522149E+04  0.3618479403E-06  0.5933254450E+00  0.3866232757E+00
6234  0.8555761647E+34  0.1375267670E+14  0.1418483644E+04  0.3615247487E-06  0.5933254450E+00  0.3866232757E+00
6235  0.8556608334E+34  0.1375366287E+14  0.4021725423E+04  0.3612065152E-06  0.5933254450E+00  0.3866232757E+00
6236  0.8557454853E+34  0.1375464932E+14  0.5574931442E+04  0.3609792215E-06  0.5933254450E+00  0.3866232757E+00
6237  0.8558301203E+34  0.1375563572E+14  0.5895456829E+04  0.3608747722E-06  0.5933254450E+00  0.3866232757E+00
6238  0.8559147384E+34  0.1375662198E+14  0.5736977996E+04  0.3608028883E-06  0.5933254450E+00  0.3866232757E+00
6239  0.8559993396E+34  0.1375760807E+14  0.5580533283E+04  0.3607433129E-06  0.5933254450E+00  0.3866232757E+00
6240  0.8560839240E+34  0.1375859402E+14  0.5543627481E+04  0.3606665889E-06  0.5933254450E+00  0.3866232757E+00
6241  0.8561684914E+34  0.1375957987E+14  0.5562287044E+04  0.3605823371E-06  0.5933254450E+00  0.3866232757E+00
6242  0.8562530420E+34  0.1376056563E+14  0.5544466891E+04  0.3604918097E-06  0.5933254450E+00  0.3866232757E+00
6243  0.8563375757E+34  0.1376155134E+14  0.5488097214E+04  0.3603825216E-06  0.5933254450E+00  0.3866232757E+00
6244  0.8564220925E+34  0.1376253715E+14  0.5501992781E+04  0.3602264479E-06  0.5933254450E+00  0.3866232757E+00
6245  0.8565065924E+34  0.1376352328E+14  0.5599778920E+04  0.3599861984E-06  0.5933254450E+00  0.3866232757E+00
6246  0.8565910755E+34  0.1376450991E+14  0.5668498472E+04  0.3596777502E-06  0.5933254450E+00  0.3866232757E+00
6247  0.8566755416E+34  0.1376549714E+14  0.5564256870E+04  0.3593360841E-06  0.5933254450E+00  0.3866232757E+00
6248  0.8567599909E+34  0.1376648485E+14  0.5347585100E+04  0.3590395192E-06  0.5933254450E+00  0.3866232757E+00
6249  0.8568444233E+34  0.1376747285E+14  0.5171570511E+04  0.3588100396E-06  0.5933254450E+00  0.3866232757E+00
6250  0.8569288388E+34  0.1376846094E+14  0.5015380486E+04  0.3586534150E-06  0.5933254450E+00  0.3866232757E+00
6251  0.8570132374E+34  0.1376944902E+14  0.4891236582E+04  0.3585357026E-06  0.5933254450E+00  0.3866232757E+00
6252  0.8570976191E+34  0.1377043702E+14  0.4789676802E+04  0.3584412675E-06  0.5933254450E+00  0.3866232757E+00
6253  0.8571819840E+34  0.1377142494E+14  0.4674980953E+04  0.3583484154E-06  0.5933254450E+00  0.3866232757E+00
6254  0.8572663319E+34  0.1377241276E+14  0.4550006195E+04  0.3582580437E-06  0.5933254450E+00  0.3866232757E+00
6255  0.8573506630E+34  0.1377340047E+14  0.4466941602E+04  0.3581762759E-06  0.5933254450E+00  0.3866232757E+00
6256  0.8574349772E+34  0.1377438807E+14  0.4474952109E+04  0.3580941938E-06  0.5933254450E+00  0.3866232757E+00
6257  0.8575192745E+34  0.1377537568E+14  0.3909475753E+04  0.3579651761E-06  0.5933254450E+00  0.3866232757E+00
6258  0.8576035550E+34  0.1377636369E+14  0.1909253710E+04  0.3577010891E-06  0.5933254450E+00  0.3866232757E+00
6259  0.8576878185E+34  0.1377735230E+14 -0.1048167581E+04  0.3573574272E-06  0.5933254450E+00  0.3866232757E+00
6260  0.8577720652E+34  0.1377834146E+14 -0.3791517009E+04  0.3570373574E-06  0.5933254450E+00  0.3866232757E+00
6261  0.8578562949E+34  0.1377933091E+14 -0.5520364559E+04  0.3568094436E-06  0.5933254450E+00  0.3866232757E+00
6262  0.8579405078E+34  0.1378032040E+14 -0.6224128483E+04  0.3566722180E-06  0.5933254450E+00  0.3866232757E+00
6263  0.8580247039E+34  0.1378130980E+14 -0.6380961762E+04  0.3565831459E-06  0.5933254450E+00  0.3866232757E+00
6264  0.8581088830E+34  0.1378229908E+14 -0.6402656712E+04  0.3565045660E-06  0.5933254450E+00  0.3866232757E+00
6265  0.8581930452E+34  0.1378328823E+14 -0.6410062444E+04  0.3564272888E-06  0.5933254450E+00  0.3866232757E+00
6266  0.8582771906E+34  0.1378427725E+14 -0.6414500308E+04  0.3563502990E-06  0.5933254450E+00  0.3866232757E+00
6267  0.8583613191E+34  0.1378526614E+14 -0.6416892473E+04  0.3562735196E-06  0.5933254450E+00  0.3866232757E+00
6268  0.8584454306E+34  0.1378625491E+14 -0.6418361360E+04  0.3561968516E-06  0.5933254450E+00  0.3866232757E+00
6269  0.8585295254E+34  0.1378724355E+14 -0.6419686660E+04  0.3561202270E-06  0.5933254450E+00  0.3866232757E+00
6270  0.8586136032E+34  0.1378823207E+14 -0.6421044731E+04  0.3560436310E-06  0.5933254450E+00  0.3866232757E+00
6271  0.8586976641E+34  0.1378922045E+14 -0.6422410535E+04  0.3559670660E-06  0.5933254450E+00  0.3866232757E+00
6272  0.8587817082E+34  0.1379020871E+14 -0.6423770113E+04  0.3558905334E-06  0.5933254450E+00  0.3866232757E+00
6273  0.8588657353E+34  0.1379119684E+14 -0.6425126622E+04  0.3558140328E-06  0.5933254450E+00  0.3866232757E+00
6274  0.8589497456E+34  0.1379218484E+14 -0.6426482331E+04  0.3557375640E-06  0.5933254450E+00  0.3866232757E+00
6275  0.8590337390E+34  0.1379317271E+14 -0.6427837226E+04  0.3556611270E-06  0.5933254450E+00  0.3866232757E+00
6276  0.8591177156E+34  0.1379416046E+14 -0.6429191116E+04  0.3555847217E-06  0.5933254450E+00  0.3866232757E+00
6277  0.8592016752E+34  0.1379514808E+14 -0.6430543996E+04  0.3555083482E-06  0.5933254450E+00  0.3866232757E+00
6278  0.8592856179E+34  0.1379613557E+14 -0.6431895875E+04  0.3554320065E-06  0.5933254450E+00  0.3866232757E+00
6279  0.8593695438E+34  0.1379712293E+14 -0.6433246760E+04  0.3553556965E-06  0.5933254450E+00  0.3866232757E+00
6280  0.8594534528E+34  0.1379811017E+14 -0.6434596654E+04  0.3552794182E-06  0.5933254450E+00  0.3866232757E+00
6281  0.8595373449E+34  0.1379909727E+14 -0.6435945575E+04  0.3552031717E-06  0.5933254450E+00  0.3866232757E+00
6282  0.8596212201E+34  0.1380008425E+14 -0.6437293480E+04  0.3551269568E-06  0.5933254450E+00  0.3866232757E+00
6283  0.8597050784E+34  0.1380107110E+14 -0.6438640373E+04  0.3550507737E-06  0.5933254450E+00  0.3866232757E+00
6284  0.8597889199E+34  0.1380205782E+14 -0.6439986280E+04  0.3549746222E-06  0.5933254450E+00  0.3866232757E+00
6285  0.8598727445E+34  0.1380304442E+14 -0.6441331205E+04  0.3548985024E-06  0.5933254450E+00  0.3866232757E+00
6286  0.8599565521E+34  0.1380403089E+14 -0.6442675146E+04  0.3548224142E-06  0.5933254450E+00  0.3866232757E+00
6287  0.8600403429E+34  0.1380501722E+14 -0.6444018100E+04  0.3547463577E-06  0.5933254450E+00  0.3866232757E+00
6288  0.8601241168E+34  0.1380600343E+14 -0.6445360111E+04  0.3546703328E-06  0.5933254450E+00  0.3866232757E+00
6289  0.8602078739E+34  0.1380698951E+14 -0.6446701202E+04  0.3545943395E-06  0.5933254450E+00  0.3866232757E+00
6290  0.8602916140E+34  0.1380797547E+14 -0.6448041388E+04  0.3545183778E-06  0.5933254450E+00  0.3866232757E+00
6291  0.8603753373E+34  0.1380896129E+14 -0.6449380673E+04  0.3544424477E-06  0.5933254450E+00  0.3866232757E+00
6292  0.8604590436E+34  0.1380994699E+14 -0.6450719052E+04  0.3543665492E-06  0.5933254450E+00  0.3866232757E+00
6293  0.8605427331E+34  0.1381093255E+14 -0.6452056494E+04  0.3542906822E-06  0.5933254450E+00  0.3866232757E+00
6294  0.8606264058E+34  0.1381191799E+14 -0.6453393022E+04  0.3542148468E-06  0.5933254450E+00  0.3866232757E+00
6295  0.8607100615E+34  0.1381290330E+14 -0.6454729060E+04  0.3541390429E-06  0.5933254450E+00  0.3866232757E+00
6296  0.8607937003E+34  0.1381388848E+14 -0.6456064562E+04  0.3540632707E-06  0.5933254450E+00  0.3866232757E+00
6297  0.8608773223E+34  0.1381487354E+14 -0.6457395503E+04  0.3539875296E-06  0.5933254450E+00  0.3866232757E+00
6298  0.8609609273E+34  0.1381585846E+14 -0.6458717086E+04  0.3539118191E-06  0.5933254450E+00  0.3866232757E+00
6299  0.8610445155E+34  0.1381684326E+14 -0.6460065058E+04  0.3538361424E-06  0.5933254450E+00  0.3866232757E+00
6300  0.8611280868E+34  0.1381782792E+14 -0.6461501656E+04  0.3537605059E-06  0.5933254450E+00  0.3866232757E+00
6301  0.8612116413E+34  0.1381881246E+14 -0.6462700244E+04  0.3536848857E-06  0.5933254450E+00  0.3866232757E+00
6302  0.8612951788E+34  0.1381979687E+14 -0.6462803729E+04  0.3536091953E-06  0.5933254450E+00  0.3866232757E+00
6303  0.8613786994E+34  0.1382078115E+14 -0.6459720881E+04  0.3535332790E-06  0.5933254450E+00  0.3866232757E+00
6304  0.8614622032E+34  0.1382176531E+14 -0.6452810013E+04  0.3534570401E-06  0.5933254450E+00  0.3866232757E+00
6305  0.8615456901E+34  0.1382274934E+14 -0.6441098558E+04  0.3533803638E-06  0.5933254450E+00  0.3866232757E+00
6306  0.8616291601E+34  0.1382373327E+14 -0.6292097525E+04  0.3532946343E-06  0.5933254450E+00  0.3866232757E+00
6307  0.8617126132E+34  0.1382471727E+14 -0.5423110777E+04  0.3531469911E-06  0.5933254450E+00  0.3866232757E+00
6308  0.8617960495E+34  0.1382570171E+14 -0.3084779301E+04  0.3528679825E-06  0.5933254450E+00  0.3866232757E+00
6309  0.8618794688E+34  0.1382668695E+14  0.7026213569E+03  0.3524577645E-06  0.5933254450E+00  0.3866232757E+00
6310  0.8619628713E+34  0.1382767309E+14  0.4725586543E+04  0.3520188235E-06  0.5933254450E+00  0.3866232757E+00
6311  0.8620462569E+34  0.1382865977E+14  0.7339536719E+04  0.3517002739E-06  0.5933254450E+00  0.3866232757E+00
6312  0.8621296255E+34  0.1382964652E+14  0.8057326407E+04  0.3515587885E-06  0.5933254450E+00  0.3866232757E+00
6313  0.8622129774E+34  0.1383063315E+14  0.8118889898E+04  0.3514748245E-06  0.5933254450E+00  0.3866232757E+00
6314  0.8622963123E+34  0.1383161970E+14  0.8287920554E+04  0.3513855651E-06  0.5933254450E+00  0.3866232757E+00
6315  0.8623796303E+34  0.1383260616E+14  0.8442268129E+04  0.3512949412E-06  0.5933254450E+00  0.3866232757E+00
6316  0.8624629315E+34  0.1383359255E+14  0.8543792239E+04  0.3512000931E-06  0.5933254450E+00  0.3866232757E+00
6317  0.8625462158E+34  0.1383457886E+14  0.8663047670E+04  0.3511086191E-06  0.5933254450E+00  0.3866232757E+00
6318  0.8626294832E+34  0.1383556517E+14  0.8839486057E+04  0.3509820133E-06  0.5933254450E+00  0.3866232757E+00
6319  0.8627127337E+34  0.1383655166E+14  0.9013371943E+04  0.3508024329E-06  0.5933254450E+00  0.3866232757E+00
6320  0.8627959673E+34  0.1383753857E+14  0.9201672443E+04  0.3505296028E-06  0.5933254450E+00  0.3866232757E+00
6321  0.8628791840E+34  0.1383852614E+14  0.9508905284E+04  0.3501739338E-06  0.5933254450E+00  0.3866232757E+00
6322  0.8629623839E+34  0.1383951456E+14  0.9665929675E+04  0.3497532816E-06  0.5933254450E+00  0.3866232757E+00
6323  0.8630455669E+34  0.1384050370E+14  0.9530892976E+04  0.3493742998E-06  0.5933254450E+00  0.3866232757E+00
6324  0.8631287330E+34  0.1384149333E+14  0.9373913662E+04  0.3490823265E-06  0.5933254450E+00  0.3866232757E+00
6325  0.8632118822E+34  0.1384248314E+14  0.9339326546E+04  0.3489010795E-06  0.5933254450E+00  0.3866232757E+00
6326  0.8632950145E+34  0.1384347294E+14  0.9393232165E+04  0.3487808120E-06  0.5933254450E+00  0.3866232757E+00
6327  0.8633781299E+34  0.1384446267E+14  0.9391541677E+04  0.3486854726E-06  0.5933254450E+00  0.3866232757E+00
6328  0.8634612285E+34  0.1384545229E+14  0.9344178774E+04  0.3486025466E-06  0.5933254450E+00  0.3866232757E+00
6329  0.8635443102E+34  0.1384644177E+14  0.9444589300E+04  0.3485319694E-06  0.5933254450E+00  0.3866232757E+00
6330  0.8636273749E+34  0.1384743105E+14  0.9670176853E+04  0.3484840220E-06  0.5933254450E+00  0.3866232757E+00
6331  0.8637104229E+34  0.1384842019E+14  0.9832026627E+04  0.3484103462E-06  0.5933254450E+00  0.3866232757E+00
6332  0.8637934539E+34  0.1384940937E+14  0.9138307541E+04  0.3482759869E-06  0.5933254450E+00  0.3866232757E+00
6333  0.8638764680E+34  0.1385039906E+14  0.6675765402E+04  0.3479751840E-06  0.5933254450E+00  0.3866232757E+00
6334  0.8639594653E+34  0.1385138954E+14  0.3023612080E+04  0.3475776992E-06  0.5933254450E+00  0.3866232757E+00
6335  0.8640424456E+34  0.1385238078E+14 -0.5259064686E+03  0.3471941104E-06  0.5933254450E+00  0.3866232757E+00
6336  0.8641254091E+34  0.1385337248E+14 -0.2983698266E+04  0.3469092097E-06  0.5933254450E+00  0.3866232757E+00
6337  0.8642083557E+34  0.1385436434E+14 -0.4157020281E+04  0.3467349809E-06  0.5933254450E+00  0.3866232757E+00
6338  0.8642912854E+34  0.1385535614E+14 -0.4495639774E+04  0.3466338079E-06  0.5933254450E+00  0.3866232757E+00
6339  0.8643741982E+34  0.1385634782E+14 -0.4547742986E+04  0.3465554787E-06  0.5933254450E+00  0.3866232757E+00
6340  0.8644570942E+34  0.1385733937E+14 -0.4558581294E+04  0.3464803559E-06  0.5933254450E+00  0.3866232757E+00
6341  0.8645399733E+34  0.1385833080E+14 -0.4565186336E+04  0.3464056730E-06  0.5933254450E+00  0.3866232757E+00
6342  0.8646228354E+34  0.1385932209E+14 -0.4569719955E+04  0.3463311905E-06  0.5933254450E+00  0.3866232757E+00
6343  0.8647056807E+34  0.1386031325E+14 -0.4572877426E+04  0.3462568560E-06  0.5933254450E+00  0.3866232757E+00
6344  0.8647885091E+34  0.1386130428E+14 -0.4575624624E+04  0.3461825867E-06  0.5933254450E+00  0.3866232757E+00
6345  0.8648713207E+34  0.1386229518E+14 -0.4578365719E+04  0.3461083482E-06  0.5933254450E+00  0.3866232757E+00
6346  0.8649541153E+34  0.1386328595E+14 -0.4581130157E+04  0.3460341384E-06  0.5933254450E+00  0.3866232757E+00
6347  0.8650368931E+34  0.1386427659E+14 -0.4583892196E+04  0.3459599598E-06  0.5933254450E+00  0.3866232757E+00
6348  0.8651196540E+34  0.1386526709E+14 -0.4586648385E+04  0.3458858125E-06  0.5933254450E+00  0.3866232757E+00
6349  0.8652023979E+34  0.1386625747E+14 -0.4589401908E+04  0.3458116963E-06  0.5933254450E+00  0.3866232757E+00
6350  0.8652851250E+34  0.1386724771E+14 -0.4592153659E+04  0.3457376110E-06  0.5933254450E+00  0.3866232757E+00
